gemeente|data|titel|klasse
gemeente-teylingen-teylingen|De concept Regionale Woonagenda van Holland Rijnland ligt ter inzage tot en met 22 december. De gemeenteraad wordt gevraagd of zij instemt met de concept zienswijze van de gemeente Teylingen op de concept Regionale Woonagenda. |13: Zienswijze Regionale Woonagenda Holland Rijnland|Agendapunt
gemeente-teylingen-teylingen|De raad wordt gevraagd om de grondexploitatie voor het project Bloementuin in Sassenheim vast te stellen. Vanwege de financiële belangen van de gemeente wordt de raad gevraagd om geheimhouding te bekrachtigen over de exploitatie en het collegebesluit. Dit is gebeurd  in de raadsvergadering van 30 november.   De raadsleden vinden de geheime stukken op Sharepoint, het interne systeem voor de raadsleden. |15: Grondexploitatie Bloementuin|Agendapunt
gemeente-teylingen-teylingen|De afgelopen jaren zijn er diverse trends en ontwikkelingen geweest en op relevante beleidsterreinen hebben veranderingen plaatsgevonden. Er heeft een verschuiving plaatsgevonden van het faciliteren van de accommodaties naar sport en bewegen in een breder perspectief. De belangrijkste veranderingen en aanpassingen die hebben plaatsgevonden zijn op het gebied van; gezondheid, duurzaamheid, maatschappelijke betrokkenheid. |9: Nota Sport & bewegen 2018-2021|Agendapunt
gemeente-teylingen-teylingen|De CDA fractie is voornemens deze motie in te dienen.  Uit de cijfers in de begroting 2018 blijkt dat in Teylingen meer jongeren een beroep doen op jeugdzorg dan gemiddeld in Nederland.  Met het oog op het nemen van gerichte en effectieve maatregelen, met behoud van toegankelijke en kwalitatief goede jeugdzorg, wil de fractie laten onderzoeken door het college hoe dit komt.  De commissie heeft gematigd positief gereageerd op de motie. Over de precieze formulering van het onderzoek is discussie. Vanuit het college wordt voorgesteld de tekst aan te passen naar het niveau van Holland Rijnland.  |21: Motie onderzoek jeugdzorg|Agendapunt
gemeente-teylingen-teylingen|Op 27 september 2016 heeft het college positief besloten op een principeverzoek van de heer Krijt voor het perceel Hyacintenlaan 2 in Warmond. Het verzoek gaat uit van de splitsing van het bestaande bouwperceel naar vier bouwpercelen om de bouw van vier nieuwe woningen mogelijk te maken in plaats van één bestaande woning. Het verzoek is in strijd met het geldende bestemmingsplan Kom Warmond (2009), omdat op het perceel één woning is toegestaan. Het verzoek sluit evenwel aan bij de verdichtingsvisie Warmond-West, vastgesteld door de gemeenteraad op 4 februari 2016. Van 1 juni tot en met 12 juli 2017 heeft het voorontwerpbestemmingsplan voor bovengenoemd initiatief ter inzage gelegen voor inspraak en is dit plan voorgelegd aan de vooroverleginstanties. Er zijn drie inspraakreacties ingediend en uit het vooroverleg kwamen geen bijzonderheden. Het college heeft hierna op 29 augustus jl. de inspraakreacties beantwoord en besloten om de procedure voor het ontwerpbestemmingsplan Hyacintenlaan 2, Warmond te starten door dit bestemmingsplan ter visie te leggen voor zienswijzen. De inzagetermijn voor het ontwerpbestemmingsplan is geëindigd op 18 oktober jl. Er zijn geen zienswijzen ingebracht. Wel zijn er naar aanleiding van enkele gesprekken met omwonenden enkele aanpassingen gedaan aan de bouwregels. Voorgesteld wordt daarom om het bestemmingsplan Hyacintenlaan 2, Warmond gewijzigd vast te stellen.     Vanwege het feit dat er geen zienswijzen zijn ingediend op het ontwerpbestemmingsplan is het agendapunt als hamerstuk geagendeerd. |11: Vaststellen Bestemmingsplan Hyacinthenlaan 2, Warmond|Agendapunt
gemeente-teylingen-teylingen|Het aanwijzen van trouwlocaties (“huis der gemeente”) is een bevoegdheid van de gemeenteraad. De gemeenteraad kan deze bevoegdheid delegeren aan het college van burgemeester en wethouders, zodat deze handeling in het vervolg op een rechtmatige, praktische en efficiënte manier op uitvoeringsniveau kan worden uitgevoerd. Naar nu blijkt heeft de raad deze bevoegdheid in Teylingen nog niet aan het college gedelegeerd. Omdat er inmiddels meerdere vaste trouwlocaties en een eenmalige locatie zijn aangewezen door het college is het noodzakelijk deze alsnog rechtmatig aan te wijzen.|17: Delegatie aanwijzen huis der gemeente |Agendapunt
commissie-bft|Update 5 dec: door het college is de besluitvorming stopzetten Opslag Ondernemersfonds verwerkt in de verordeningen. Het college verzoekt bij de behandeling in de commissie van 6 december 2017 en besluitvorming in de raad van 21 december 2017 de nieuwe verordeningen te gebruiken zonder opslag OF.     Update 1 dec: er is  ter besluitvorming een begrotingswijziging toegevoegd nav niet verlengen opslag Ondernemersfonds.     Update 1 dec: Van het college is het verzoek ontvangen om bij de behandeling van de Verordening Afvalstoffenheffing artikel 4 te wijzigen of te laten vervallen.  Voorstel is om te kiezen uit twee opties: de kosteloze container op basis van medische redenen aan te passen naar een container van 140 liter ipv 240 liter. Of om de vrijstellingsmogelijkheid te laten vervallen (voorkeursoptie college)  De verordening en tarieventabel moet daarop worden aangepast. Zie voor verdere uitleg en aanpassingen het bijgevoegde memo en de 2 bijlagen.   In overleg met de voorzitter van de commissie zijn de stukken op Ibabs geplaats bij het agendapunt Belastingverordeningen met de aanduiding “Nieuw”      De belastingverordeningen worden jaarlijks vastgesteld, volgend op de vaststelling van de programmabegroting. De gemeenteraad is het bevoegde orgaan om de belastingverordeningen en het besluit heffingskorting vast te stellen. De wijzigingen in de belastingverordeningen zijn overeenkomstig de uitgangspunten in de kadernota en de begroting. De voornaamste wijzigingen hebben betrekking op het waar mogelijk indexeren van de tarieven met 1,3% (behalve de afvalstoffenheffing, de rioolheffing, de marktgelden, de precariobelasting op kabels en leidingen en het havengeld). Voorgesteld wordt de reguliere tarieven afvalstoffenheffing te verlagen met circa € 20,00 en het reguliere tarief rioolheffing te verhogen met circa € 3,00.. De in 2016 ingestelde heffingskorting, om de gevolgen voor de burger van de verhoging van de precariobelasting op kabels en leidingen te beperken, blijft ook in 2018 van kracht.    Voorstel is vast te stellen:   de Verordening afvalstoffenheffing Teylingen 2018 met bijbehorende tarieventabel;   de Verordening forensenbelasting Teylingen 2018;   de Verordening havengeld Teylingen 2018;   de Verordening onroerende-zaakbelastingen Teylingen 2018;   de Verordening belastingen op roerende woon- en bedrijfsruimten Teylingen 2018;   de Verordening rioolheffing Teylingen 2018;   de Legesverordening Teylingen 2018 met bijbehorende tarieventabel;   de Marktgeldverordening 2018;   de Verordening precariobelasting Teylingen 2018 met bijbehorende tarieventabel;   de Verordening parkeerbelastingen Teylingen 2018;   het Besluit Heffingskorting Teylingen 2018.    |7: Belastingverordeningen 2018|Agendapunt
gemeente-teylingen-teylingen|De raad wordt gevraagd het uitvoeringskrediet van € 597.000,- voor het HOV maatregelpakket Voorhout vrij te geven en de daarmee samenhangende begrotingswijziging vast te stellen. Het maatregelpakket is vorig jaar al vastgesteld door de raad. De raad wordt dus niet gevraagd om over het maatregelpakket te beslissen, er wordt slechts over het krediet om het reeds vastgestelde maatregelpakket te kunnen realiseren besloten.   |14: Uitvoeringskrediet HOV maatregelpakket, deel Voorhout|Agendapunt
gemeente-teylingen-teylingen|Uit de halfjaarcijfers blijken de uitgaven op het programma Participatie en Zorg fors hoger dan verwacht. Voor Teylingen is het tekort op het Programma Participatie €421.000 en voor het Programma Zorg € 521.000. Zowel bij het programma Inkomen als Zorg is er sprake van een zogenaamde 'open-einderegelingen'. Inwoners die recht hebben op een voorziening, dienen deze ook te ontvangen. De gemeente is dan ook verplicht om de bijbehorende financiële middelen ter beschikking te stellen. Het voorstel is daarom een positieve zienswijze in te dienen.   Daarnaast heeft de ISD Bollenstreek een voorstel ontwikkeld om eventueel in aanmerking te komen voor de Vangnetregeling. Gemeenten zijn zelf verantwoordelijk voor eventuele tekorten die ontstaan door uitgaven uit het budget van de Participatiewet. Indien het tekort hoog genoeg is, kan een gemeente onder voorwaarden in aanmerking komen voor een zogenaamde vangnetuitkering. Om voor de vangnetregeling 2017 in aanmerking te komen moet de gemeenteraad maatregelen treffen om tot tekortreductie te komen. De ISD Bollenstreek heeft hier een voorstel toe gedaan.|10: Begrotingswijziging ISD Bollenstreek 2017-III |Agendapunt
commissie-ruimte|[doel: het college wil de commissie horen]    De gemeente heeft een principeverzoek ontvangen voor bedrijfsuitbreiding van het bedrijf Elsto aan de Loosterweg 7 in Voorhout. Het besluiten op principeverzoeken is een bevoegdheid van het college.     Omdat het betreffende bouwplan in grote mate in strijd is met het bestemmingsplan, is de uiteindelijke besluitvorming op een formeel verzoek een bevoegdheid van de raad. Het gaat dan om een verzoek tot herziening bestemmingsplan of de aanvraag omgevingsvergunning waarbij een verklaring van geen bedenkingen van de raad nodig is. Op een eerder ingediende aanvraag omgevingsvergunning heeft de raad besloten geen verklaring van geen bedenkingen af te geven. Om deze reden en het feit dat de raad tijdig geïnformeerd wil worden over majeure projecten, informeert het college met deze memo over het ingediende principeverzoek, met aangepast bouwplan. Tevens wil het college horen hoe de commissie tegenover het aangepaste plan staat. |15: Principeverzoek Loosterweg 7|Agendapunt
gemeente-teylingen-teylingen|In oktober 2016 heeft de gemeenteraad opdracht gegeven om een nieuw voorstel te doen voor de Tegenprestatie naar vermogen.  De overige verordeningen moeten worden gewijzigd i.v.m. technische aanpassingen (op grond van jurisprudentie, veranderingen wetgeving, knelpunten in de praktijk e.d.).  De commissie adviseert dit als bespreekpunt voor de raad te agenderen. Er is o.a. gesproken over de tegenprestatie naar vermogen, loonkostensubsidie, garantiebanen bij HLT samen en of het noodzakelijk is te bezuinigen op dit budget.  Toegezegd is een verschillenanalyse (overzicht verordening oud vs. verordening nieuw) en na te gaan wat de gevolgen zijn voor jongeren die een entree-opleiding hebben gevolgd en niet binnen zes maanden een baan hebben, en hoe zich dit verhoudt tot het betreffende VN verdrag.    |19: Verordeningen Participatiewet|Agendapunt
gemeente-teylingen-teylingen|In mei 2016 zijn de pilots sociaal team Voorhout en sociaal team Warmond van start gegaan. Na de tussentijdse evaluatie in oktober 2016, zijn de pilots met een half jaar verlengd tot eind 2017. Gedurende de pilot hebben de sociale teams -naast de al bestaande toegangspoorten zoals het Zorgloket- gefunctioneerd als een van de toegangspoorten voor complexe vragen op het gebied van Wonen, Zorg en Welzijn. Nu het einde van de pilots in zicht komt, is geëvalueerd of de sociale teams invulling geven aan de beoogde doelen. Voorgesteld wordt om pilots sociale teams in Warmond en Voorhout om te zetten in een permanente structuur en het zorgloket in Sassenheim om te vormen naar een sociaal team om zo alle inwoners van Teylingen een duidelijke integrale toegang te bieden voor vragen op het gebied van Wonen, Zorg en Welzijn.   De commissie adviseert dit als bespreekpunt aan de raad voor te leggen. Gesproken is over of de pilot niet beter gecontinueerd kan worden in plaats van nu te kiezen voor een definitieve invulling. Ook is gesproken over het zorgloket.|20: Sociale teams|Agendapunt
commissie-ruimte|Het presidium (fractievoorzitters) heeft besloten het bestemmingsplan te behandelen na de verkiezingen die in maart plaatsvinden. Op dit moment is er nog geen keuze gemaakt of de hoorzitting in april of mei gaat plaatsvinden en besluitvorming in mei of juni. |10: Onder voorbehoud: Hoorzitting bestemmingsplan Watertuin|Agendapunt
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Concept - agenda    Onderzoek geloofsbrieven raadsleden|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Onderzoek geloofsbrieven raadsleden|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Concept - agenda    Installatie gemeenteraad|teylingen|Agenda
gemeente-teylingen-teylingen|Concept-agenda|teylingen|Agenda
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
