gemeente|data|titel|klasse 
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Programmabegroting 2018.  Het college van burgemeester en wethouders stelt de raad voor de programmabegroting 2018 vast te stellen en kennis te nemen van de meerjarenraming 2019-2021. Tevens wordt voorgesteld om in aansluiting op de programmabegroting 2018-2021, de bijlage ‘Nieuw beleid en meerjarig sluitende begroting 2018-2021’ vast te stellen, het programma ‘Gebiedsgerichte aanpak’ in te stellen en een krediet van € 6.402.000 beschikbaar te stellen voor de noodzakelijke (vervangings-)investeringen in 2018. De commissie dient de raad over het voorstel te adviseren. 5.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van leges 2018.  Voorgesteld wordt de leges te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. Met de aanpassing van een aantal tarieven dient nog te worden gewacht op vaststelling en publicatie hiervan door het Rijk. 6.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van afvalstoffenheffing 2018.  Voorgesteld wordt de afvalstoffenheffing te verhogen met € 20,04 voor éénpersoonshuishoudens en € 29,04 voor meerpersoonshuishoudens om de heffing kostendekkend te maken. 7.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van lijkbezorgingsrechten 2018.  Voorgesteld wordt de lijkbezorgingsrechten te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 8.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van rioolheffing 2018.  Voorgesteld wordt de rioolheffing met € 27,00 te verlagen tot € 130,00. 9.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van toeristenbelasting 2018.  Voorgesteld wordt de toeristenbelasting te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 10.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van precariobelasting 2018.  Voorgesteld wordt de precariorechten te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 11.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van forensenbelasting 2018.  Voorgesteld wordt de forensenbelasting te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 12.  Sluiting.  |Verslag 1. Opening en mededelingen.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Presentatie onderzoeksresultaten effectiviteit zorg aan en ondersteuning van kwetsbare gezinnen in Den Helder.  Op basis van onderzoek hebben 5 samenwerkende toezichthoudende rijksinspecties gerapporteerd (gepubliceerd op 6 april jl.) over de effectiviteit van de zorg aan en de ondersteuning van kwetsbare gezinnen in Den Helder. De rapportage heeft geleid tot een verbeter- en ontwikkelplan. Beiden worden bestuurlijk relevant gevonden. In raadsinformatiebrief RI17.0030 is hier reeds aandacht aan besteed.  De commissie wordt geïnformeerd over de resultaten van het onderzoek naar de effectiviteit van de zorg aan en de ondersteuning van kwetsbare gezinnen en over het verbeter- en ontwikkelplan. 5.  Bestuursrapportages Sociaal Domein: vierde kwartaal 2016 en eerste kwartaal 2017.  Bij deze memo ontvangt u de bestuursrapportages van het Sociaal Domein over de resultaten van het vierde kwartaal (en waarin zicht wordt gegeven op het jaarresultaat) en die van het eerste kwartaal 2017. De wethouder heeft verzocht deze rapportages alsmede de veranderagenda met de commissie te bespreken. 6.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 7.  Nota Armoedebeleid 2017-2020.  In het Bestuursakkoord 2015 – 2018 Den Helder Perspectief zijn afspraken gemaakt over de speerpunten voor de huidige coalitieperiode. Een daarvan betreft het aanscherpen van het armoedebeleid. Op 6 februari 2017 is de concept nota armoedebeleid 2017 – 2020 “Meedoen! Tegen armoede en sociaal isolement” van de gemeente Den Helder besproken in de commissie Maatschappelijke Ontwikkeling. Naar aanleiding van deze bespreking is de nota op onderdelen aangepast. De belangrijkste wijzigingen betreffen de toevoeging van (voorstellen tot het nemen van) maatregelen op het gebied van energiebesparing, topsportfonds volwassenen en bijzondere kosten voor huisdieren. Ook de financiële paragraaf is aangepast. De commissie dient de raad te adviseren over het voorstel. 8.  Voorstel tot het Beschikbaar stellen van een krediet voor vervangende huisvesting VSO school De Spinaker.  De Spinaker groeit uit zijn jasje: de school voor voortgezet speciaal onderwijs aan de Burgemeester Houwingsingel heeft op basis van het aantal leerlingen extra vloeroppervlakte nodig. Daarnaast is het gebouw op basis van de levensduur aan vervanging toe. Omdat in Den Helder geen uitbreiding van vierkante meters onderwijsvastgoed wordt toegestaan, is onderzocht of er elders in de gemeente bestaande ruimte is om de school te (her)huisvesten. Het pand aan de Sportlaan 38 blijkt hiervoor het meest geschikt. In dat gebouw is nu het bestuurskantoor van Scholen aan Zee gehuisvest. Als De Spinaker hier naartoe verhuist, wijkt het bestuurskantoor uit naar Sportlaan 54. De commissie dient de raad te adviseren over het voorstel. 9.  Sluiting.  |Verslag 2. Spreekrecht burgers.|Verslag
commissie-bestuur-en-middelen|meningsvormende bespreking:<br><br>De fractie CDA steunt het voorstel, maar heeft moeite met de schijnbare willekeur van de computerregeling. De fractie is van mening dat het goed is dat deze regeling, hoe eerder hoe beter, wordt beeindigd.<br>Op een vraag van de fractie GB antwoordt de heer Streng dat de inhoud van het memo dat hij heeft toegestuurd, in reactie op de oriënterende bespreking, geleid heeft tot een aanpassing van het voorstel: besluitpunt 9 en overgangsregeling. Dit aangepaste voorstel is toegestuurd en ligt ter tafel.<br>De fractie D66 mist de commissieleden in besluitpunt 5.<br>Dit is inderdaad een omissie; de commissieleden worden in besluitpunt 5 toegevoegd.  <br><br>De commissie stelt voor het voorstel, met positief advies als hamerstuk op de raadsagenda te plaatsen.|12: Introductie iPads en wijzigen computerregeling (IVR-12-00704)|Agendapunt
58c16d1dbb59056809b91917|Tijdstip: 14:00 - 20:00   Locatie: Grand Café 't Hoofd, Burgemeester de Jonghkade 35, Maassluis   Aanmelden: via link in uitnodiging of mail aan g.lunenberg@mrdh|Metropoolregio Rotterdam Den Haag |Uitnodigingen
58c16744bb59056809b918fb|1. Kennis te nemen van de voortgangsrapportage over de uitvoering van de verordening 'Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie'  2. De aanbeveling uit deze voortgangsrapportage over te nemen en daartoe geen maximum meer te verbinden aan het aantal dagdelen per week waarvoor - voor kinderen van twee tot vier jaar - een tegemoetkoming wordt versterkt.   3. Daartoe de verordening 'Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie' in te trekken en de  nieuwe verordening 'Tegemoetkoming kinderopvang op Sociaal-Medische Indicatie' vast te stellen.  |II.1: Nieuwe verordening ‘Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie’ |Agendapunt
58c16744bb59056809b918fb|1. Kennis te nemen van de voortgangsrapportage over de uitvoering van de verordening 'Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie'  2. De aanbeveling uit deze voortgangsrapportage over te nemen en daartoe geen maximum meer te verbinden aan het aantal dagdelen per week waarvoor - voor kinderen van twee tot vier jaar - een tegemoetkoming wordt versterkt.   3. Daartoe de verordening 'Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie' in te trekken en de  nieuwe verordening 'Tegemoetkoming kinderopvang op Sociaal-Medische Indicatie' vast te stellen.  |II.1: Nieuwe verordening ‘Tegemoetkoming kosten kinderopvang op grond van Sociaal-Medische Indicatie’ |Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening.   2.  Spreekrecht burgers.   3.  Vragenkwartier.   4.  Bepalen stemvolgorde.   5.  Vaststelling agenda.   6.  Voorstel tot het vaststellen van de Programmabegroting 2018.  Het college van burgemeester en wethouders stelt de raad voor de programmabegroting 2018 vast te stellen en kennis te nemen van de meerjarenraming 2019-2021. Tevens wordt voorgesteld om in aansluiting op de programmabegroting 2018-2021, de bijlage ‘Nieuw beleid en meerjarig sluitende begroting 2018-2021’ vast te stellen, het programma ‘Gebiedsgerichte aanpak’ in te stellen en een krediet van € 6.402.000 beschikbaar te stellen voor de noodzakelijke (vervangings-)investeringen in 2018. 7.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van leges 2018.  Voorgesteld wordt de leges te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. Met de aanpassing van een aantal tarieven dient nog te worden gewacht op vaststelling en publicatie hiervan door het Rijk. 8.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van afvalstoffenheffing 2018.  Voorgesteld wordt de afvalstoffenheffing te verhogen met € 20,04 voor éénpersoonshuishoudens en € 29,04 voor meerpersoonshuishoudens om de heffing kostendekkend te maken. 9.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van lijkbezorgingsrechten 2018.  Voorgesteld wordt de lijkbezorgingsrechten te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 10.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van rioolheffing 2018.  Voorgesteld wordt de rioolheffing met € 27,00 te verlagen tot € 130,00. 11.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van toeristenbelasting 2018.  Voorgesteld wordt de toeristenbelasting te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 12.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van precariobelasting 2018.  Voorgesteld wordt de precariorechten te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 13.  Voorstel tot het vaststellen van de Verordening op de heffing en invordering van forensenbelasting 2018.  Voorgesteld wordt de forensenbelasting te verhogen met 1,2% als gevolg van de loon- en prijsontwikkelingen. 14.  Schorsing.  De vergadering wordt voortgezet op woensdag 8 november 2017.|Verslag 5. Vaststelling agenda.|Verslag
stedelijke-commissie|Medio 2013 is de tracéstudie Noordelijke Ontsluiting Enschede Kennispark in concept gereed gekomen. Deze studie vormt de weergave en uitkomsten van het planproces rondom de NOEK van oktober 2012 tot juli 2013. In de studie worden 3 tracés beschreven. Vanaf de kruising Horstlindelaan tot aan de aansluiting met de Hengelosestraat is voor het betreffende wegvak het tracé gelijk. Dit deel van het tracé ligt in de nabijheid van de onderzoeksfaciliteiten van de UT (met name MESA+). De onderzoeken die in deze laboratoria worden uitgevoerd, zijn bijzonder trilling gevoelig. Het is op dit moment nog onvoldoende duidelijk wat de effecten zijn van trillingen veroorzaakt door het wegverkeer als gevolg van de NOEK op de onderzoeken die in de laboratoria worden verricht en welke maatregelen eventueel nodig zijn om een onaanvaardbare toename van trillingen te voorkomen. Met de UT is afgesproken dat we in overleg de uitgangspunten en parameters voor aanvullend onderzoek vaststellen om tot een gedegen onderzoek te komen. Uitgangspunt is dat de onderzoeken op de onderzoeksfaciliteiten van UT/MESA+ geen hinder mogen ondervinden van trillingen veroorzaakt door het verkeer op de NOEK en de daarmee verband houdende verkeerstoename op de Hengelosestraat. Het goed functioneren van de toonaangevende onderzoeksfaciliteiten van de UT is van groot belang. Omdat de resultaten van het onderzoek van invloed kunnen zijn op de in de studie benoemde ontwerptracés, is deze stap essentieel alvorens tracés ter besluitvorming te kunnen voorleggen.|5: Noordelijke ontsluiting Enschede Kennispark; kredietaanvraag aanvullend onderzoek |Agendapunt
stedelijke-commissie|De 1ste nota van wijziging 2013 is een voorstel om de gemeentebegroting op een aantal technische punten te wijzigen.|99.2: 1e nota van wijziging PB 2013|Agendapunt
58c16d1dbb59056809b91917|De open dag is onderdeel van de feestweek van 25 - 29 april 2017 van het Stadstheater Zoetermeer|Stadstheater Zoetermeer|Uitnodigingen
58c16d1dbb59056809b91917|Locatie: projectbureau Bleizo, Prismalaan-West 1 te Bleiswijk  Tijdstip: 16.30 – 19.45 uur (voor een broodje wordt gezorgd)  Aanmelden: voor 4 april 2017 via randstadrail@zoetermeer.nl of telefoonnummer (079) 346 93 75|Projectorganisatie Station Lansingerland-Zoetermeer en Bedrijvenschap Hoefweg|Uitnodigingen
58c16744bb59056809b918fb|Sinds 2012 bestaat de mogelijkheid om initiatieven te subsidieren die herkenbaar bijdragen aan het profileren van Enschede Studentenstad. Voorbeelden zijn: Inspire2Connect (programma waarin bedrijven laten kansen zien aan hoger opgeleiden, Spring Agora 2012 (Europees gericht 4-daags internationaal congres), Happietaria (een gelegenheidsrestaurant gerund door vrijwilligers- studenten) waarbij de opbrengst ging naar het project Voedselzekerheid in Congo), SOFA (sport-/cultuur- /gezelligheidsverenigingendag) en voor Kamerzoekdagen (kennismakingsdag studentenleven voor aankomende studenten). De spelregels voor subsidie zijn nu vastgelegd in de Subsidieverordening Enschede Studentenstad 2013. De Kerngroep Enschede Studentenstad, waarin koepelorganisaties van studenten en de stichting Enschede Promotie zijn vertegenwoordigd, adviseert het college van B&W over de subsidieaanvragen.|X.4: Subsidieverordening Enschede Studentenstad 2013 |Agendapunt
58c16d1dbb59056809b91917|Op 10 april 2017 van 17.15 - 19.15 uur, aanmelden tot uiterlijk 4 april 2017 via de griffie.  Locatie: vergaderzaal Stadhuis  |College B&W|Uitnodigingen
58c16d1dbb59056809b91917|Verzoekt het college:  -	Het gruttolandje en het libellenreservaat op de Groenkaart als natuurkernen aan te geven, en de spelregels voor natuurkernen van de Groenkaart ook voor deze gebieden van toepassing te verklaren  -	Hiervoor een raadsvoorstel voor het voorjaarsdebat van 2018 aan de raad voor te leggen  |Aangenomen|Moties
adviescommissie-ruimte|Reeds behandeld tijdens de Adviescommissie Ruimte van 30 november 2017|5.2b: B Windmolenpark Elzenburg-De Geer: overeenkomst met Raedthuys over participatie|Agendapunt
commissie-stad-en-ruimte|11.20-12.05 uur    beleidsveld: Ruimtelijke Ordening   wethouder Jansen    Geagendeerd door de heer  Zwanenberg, Groen Links,   mevrouw Van Esch, PvdD en  de heer  Isik, PvdA.  Het plan wat voorligt werd door het college aangemerkt als een plan met weinig maatschappelijke en politieke weerstand  waardoor het college een algemene verklaring van geen bedenkingen wilde verlenen. Het plan blijkt echter, wederom, juist veel maatschappelijke weerstand op te roepen. In januari van dit jaar werden 350 handtekeningen aangeboden. De fracties willen het bouwplan en de te volgen procedure bespreken  in de commissie  |9: Raadsbrief Voorgenomen besluit bouwplan Monicahof.|Agendapunt
